"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1165","Új építésű",NA,"140 000 Ft/hó",NA,"Gábor Áron utca"," Siófok","50 m² terület","2 + 1 fél szoba","7 m² erkély"
"1166",NA,NA,"170 000 Ft/hó",NA,"Kléh István utca"," XII. kerület","77 m² terület","2 + 1 fél szoba","3 m² erkély"
"1167",NA,NA,"120 000 Ft/hó",NA,"Paulay Ede utca 58"," VI. kerület","23 m² terület","1 szoba",NA
"1168","Új építésű",NA,"150 000 Ft/hó",NA,"Rákospalota"," XV. kerület","46 m² terület","2 szoba","9 m² erkély"
"1169",NA,NA,"490 000 Ft/hó",NA,"Semmelweis utca"," V. kerület","147 m² terület","4 szoba",NA
"1170",NA,NA,"185 000 Ft/hó",NA,"Wesselényi utca"," VII. kerület","66 m² terület","2 + 1 fél szoba",NA
"1171",NA,NA,"155 000 Ft/hó",NA,"Bulcsú utca"," XIII. kerület","45 m² terület","1 + 1 fél szoba",NA
"1172",NA,NA,"700 000 Ft/hó",NA,"Zrínyi utca"," V. kerület","107 m² terület","3 szoba",NA
"1173",NA,NA,"480 000 Ft/hó",NA,"Andrássy út"," VI. kerület","104 m² terület","3 szoba",NA
"1174",NA,NA,"324 984 Ft/hó",NA,"Hercegprímás utca 9"," V. kerület","58 m² terület","2 szoba",NA
"1175",NA,NA,"140 000 Ft/hó",NA,"Ormánság utca"," XIV. kerület","46 m² terület","1 + 1 fél szoba",NA
"1176","Videó elérhető",NA,"401 665 Ft/hó",NA,"Kelén utca"," XIII. kerület","81 m² terület","3 szoba","23 m² erkély"
"1177",NA,NA,"95 000 Ft/hó",NA,"Csongrádi sugárút"," Szeged","43 m² terület","2 szoba","12 m² erkély"
"1178",NA,NA,"210 000 Ft/hó",NA,"Szondi utca"," VI. kerület","39 m² terület","1 + 1 fél szoba",NA
"1179",NA,NA,"139 000 Ft/hó",NA,"Pablo Neruda utca"," III. kerület","37 m² terület","1 szoba",NA
"1180",NA,NA,"140 000 Ft/hó",NA,"Szentkirályi utca"," VIII. kerület","63 m² terület","2 szoba","9 m² erkély"
"1181",NA,NA,"854 000 Ft/hó",NA,"Andrássy út"," VI. kerület","120 m² terület","3 + 1 fél szoba",NA
"1182",NA,NA,"180 000 Ft/hó",NA,"Meder utca"," XIII. kerület","39 m² terület","1 + 1 fél szoba","8 m² erkély"
"1183","Új építésű",NA,"265 000 Ft/hó",NA,"Szurdok utca"," XI. kerület","70 m² terület","4 szoba",NA
"1184",NA,NA,"265 000 Ft/hó",NA,"Szurdok utca"," XI. kerület","70 m² terület","4 szoba",NA
"1185",NA,NA,"210 000 Ft/hó",NA,"Krisztina körút"," I. kerület","105 m² terület","3 + 1 fél szoba",NA
"1186",NA,NA,"540 000 Ft/hó",NA,"Bem rakpart"," II. kerület","123 m² terület","3 szoba","16 m² erkély"
"1187","Új építésű",NA,"270 000 Ft/hó",NA,"Budenz út"," II. kerület","60 m² terület","3 szoba","6 m² erkély"
"1188",NA,NA,"189 000 Ft/hó",NA,"Október 6. utca"," V. kerület","74 m² terület","2 szoba",NA
"1189","Új építésű",NA,"620 755 Ft/hó",NA,"Tárogató út 6"," II. kerület","80 m² terület","3 szoba","35 m² erkély"
"1190","Új építésű",NA,"620 755 Ft/hó",NA,"Tárogató út 6"," II. kerület","79 m² terület","3 szoba","36 m² erkély"
"1191","Új építésű",NA,"620 755 Ft/hó",NA,"Tárogató út 6"," II. kerület","80 m² terület","3 szoba","34 m² erkély"
"1192","Új építésű",NA,"620 755 Ft/hó",NA,"Tárogató út 6"," II. kerület","79 m² terület","3 szoba","36 m² erkély"
"1193","Új építésű",NA,"620 755 Ft/hó",NA,"Tárogató út 6"," II. kerület","79 m² terület","3 szoba","55 m² erkély"
"1194","Új építésű",NA,"584 240 Ft/hó",NA,"Tárogató út 6"," II. kerület","74 m² terület","3 szoba","51 m² erkély"
"1195",NA,NA,"255 605 Ft/hó",NA,"Pilvax köz"," V. kerület","66 m² terület","2 szoba",NA
"1196",NA,NA,"120 000 Ft/hó",NA,"Weiner Leó utca"," VI. kerület","60 m² terület","2 szoba",NA
"1197","Új építésű",NA,"250 000 Ft/hó",NA,"Corvin sétány"," VIII. kerület","64 m² terület","3 szoba","10 m² erkély"
"1198",NA,NA,"125 000 Ft/hó",NA,"Kmety György utca"," VI. kerület","28 m² terület","1 szoba",NA
"1199","Videó elérhető",NA,"139 900 Ft/hó",NA,"Hungária körút"," X. kerület","35 m² terület","1 + 1 fél szoba",NA
"1200",NA,NA,"110 000 Ft/hó",NA,"Győr"," Szitásdomb","42 m² terület","1 + 1 fél szoba",NA
"1201",NA,NA,"129 900 Ft/hó",NA,"Szövetség utca"," VII. kerület","48 m² terület","2 szoba",NA
"1202","Új építésű",NA,"160 000 Ft/hó",NA,"Szegedi út"," XIII. kerület","52 m² terület","1 + 1 fél szoba","8 m² erkély"
"1203",NA,NA,"210 000 Ft/hó",NA,"Szófia utca 33"," VI. kerület","50 m² terület","2 szoba","8 m² erkély"
"1204",NA,NA,"130 000 Ft/hó",NA,"Szinyei Merse utca"," VI. kerület","25 m² terület","1 szoba",NA
"1205",NA,NA,"250 000 Ft/hó",NA,"Magyar utca"," V. kerület","60 m² terület","2 szoba",NA
"1206",NA,NA,"660 000 Ft/hó",NA,"Gábor Áron utca"," II. kerület","100 m² terület","3 szoba","100 m² erkély"
"1207",NA,NA,"110 000 Ft/hó",NA,"Marek József utca"," VII. kerület","42 m² terület","1 + 1 fél szoba",NA
"1208",NA,NA,"110 000 Ft/hó",NA,"Szeged"," Belváros","55 m² terület","2 szoba",NA
"1209",NA,NA,"350 000 Ft/hó",NA,"Jókai Mór utca 8"," Balatonalmádi","80 m² terület","3 szoba","50 m² erkély"
"1210",NA,NA,"190 000 Ft/hó",NA,"Podmaniczky utca"," VI. kerület","73 m² terület","2 szoba",NA
"1211",NA,NA,"270 000 Ft/hó",NA,"Teréz körút"," VI. kerület","70 m² terület","3 szoba",NA
"1212","Új építésű"," Videó elérhető","346 893 Ft/hó",NA,"Ó utca 43-49"," VI. kerület","112 m² terület","3 szoba",NA
"1213","Új építésű",NA,"270 000 Ft/hó",NA,"Révay utca"," VI. kerület","84 m² terület","2 szoba","10 m² erkély"
"1214",NA,NA,"215 000 Ft/hó",NA,"Hunyadi tér"," VI. kerület","86 m² terület","2 szoba",NA
"1215","Új építésű",NA,"210 000 Ft/hó",NA,"Ó utca 43"," VI. kerület","64 m² terület","2 szoba",NA
"1216",NA,NA,"150 000 Ft/hó",NA,"Pacsirtamező utca"," III. kerület","44 m² terület","2 szoba",NA
"1217",NA,NA,"220 000 Ft/hó",NA,"Paulay Ede utca"," VI. kerület","110 m² terület","4 szoba",NA
"1218","Új építésű",NA,"120 000 Ft/hó",NA,"Győr"," Révfalu","49 m² terület","2 szoba","2 m² erkély"
"1219",NA,NA,"657 270 Ft/hó",NA,"Károly körút"," V. kerület","100 m² terület","3 szoba","90 m² erkély"
"1220",NA,NA,"440 000 Ft/hó",NA,"Paulay Ede utca 18"," VI. kerület","220 m² terület","7 szoba",NA
"1221",NA,NA,"110 000 Ft/hó",NA,"Kecskemét",NA,"46 m² terület","2 szoba",NA
"1222",NA,NA,"180 000 Ft/hó",NA,"Szemere utca 16"," V. kerület","90 m² terület","3 szoba","2 m² erkély"
"1223",NA,NA,"270 000 Ft/hó",NA,"Benczúr utca 11"," VI. kerület","42 m² terület","2 szoba","8 m² erkély"
"1224",NA,NA,"145 000 Ft/hó",NA,"Kiscelli utca"," III. kerület","41 m² terület","2 szoba","10 m² erkély"
"1225",NA,NA,"235 000 Ft/hó",NA,"Győr"," Szabadhegy","92 m² terület","4 szoba","16 m² erkély"
"1226",NA,NA,"220 000 Ft/hó",NA,"Antall József utca"," Debrecen","70 m² terület","1 + 2 fél szoba","8 m² erkély"
"1227","Videó elérhető",NA,"310 000 Ft/hó",NA,"Fő utca 21."," I. kerület","60 m² terület","2 szoba",NA
"1228",NA,NA,"140 000 Ft/hó",NA,"Baksay Sándor utca"," Debrecen","48 m² terület","1 + 1 fél szoba","10 m² erkély"
"1229","Új építésű",NA,"220 000 Ft/hó",NA,"Ibolya utca 6 D"," Veszprém","45 m² terület","2 szoba","5 m² erkély"
"1230",NA,NA,"100 000 Ft/hó",NA,"Fésű utca"," Szeged","43 m² terület","1 + 1 fél szoba","0.5 m² erkély"
"1231",NA,NA,"150 000 Ft/hó",NA,"Haller utca"," IX. kerület","53 m² terület","2 szoba",NA
"1232",NA,NA,"160 000 Ft/hó",NA,"Liliom utca"," IX. kerület","55 m² terület","2 szoba","2 m² erkély"
"1233","Új építésű",NA,"90 000 Ft/hó",NA,"Bajcsy-Zsilinszky utca 24"," Kaposvár","38 m² terület","1 szoba",NA
"1234","Virtuális séta",NA,"95 000 Ft/hó",NA,"Fő utca 2"," Kaposvár","60 m² terület","1 szoba","3 m² erkély"
"1235",NA,NA,"115 000 Ft/hó",NA,"Thököly út"," VII. kerület","37 m² terület","1 szoba",NA
"1236",NA,NA,"115 000 Ft/hó",NA,"Klapka utca"," Kecskemét","69 m² terület","3 szoba",NA
"1237","Új építésű",NA,"190 000 Ft/hó",NA,"Rózsák tere"," Győr","63 m² terület","2 szoba","5 m² erkély"
"1238",NA,NA,"150 000 Ft/hó",NA,"Gólya utca 6"," Eger","59 m² terület","2 + 1 fél szoba","4 m² erkély"
"1239",NA,NA,"100 000 Ft/hó",NA,"Budai Nagy Antal utca"," Pécs","35 m² terület","1 + 1 fél szoba",NA
"1240","Új építésű",NA,"120 000 Ft/hó",NA,"Fő utca 224"," Siófok","45 m² terület","2 szoba","10 m² erkély"
"1241",NA,NA,"160 000 Ft/hó",NA,"Szövő utca"," Szeged","42 m² terület","2 szoba","20 m² erkély"
"1242",NA,NA,"120 000 Ft/hó",NA,"Beszédes József sétány 83."," Siófok","52 m² terület","1 + 2 fél szoba","10 m² erkély"
"1243",NA,NA,"150 000 Ft/hó",NA,"Fülemüle utca"," Kecskemét","70 m² terület","3 szoba",NA
"1244",NA,NA,"80 000 Ft/hó",NA,"Zárda köz"," Kaposvár","38 m² terület","1 szoba",NA
"1245",NA,NA,"170 000 Ft/hó",NA,"Szalasztó utca"," Keszthely","93 m² terület","3 szoba","5 m² erkély"
"1246",NA,NA,"165 000 Ft/hó",NA,"Martinovics utca"," Balatonalmádi","50 m² terület","2 szoba","3 m² erkély"
"1247",NA,NA,"100 000 Ft/hó",NA,"Móricz Zsigmond utca 16"," Siófok","69 m² terület","2 szoba","20 m² erkély"
"1248",NA,NA,"150 000 Ft/hó",NA,"Vilonyai utca 4/B."," Veszprém","68 m² terület","3 szoba","2 m² erkély"
"1249","Új építésű",NA,"120 000 Ft/hó",NA,"Halász Ödön utca"," Győr","39 m² terület","1 + 1 fél szoba","4 m² erkély"
"1250",NA,NA,"130 000 Ft/hó",NA,"Almássy telep 2"," Székesfehérvár","56 m² terület","2 szoba","4 m² erkély"
"1251",NA,NA,"150 000 Ft/hó",NA,"Csokonai út 65"," Szolnok","70 m² terület","2 + 1 fél szoba","4 m² erkély"
"1252",NA,NA,"110 000 Ft/hó",NA,"Marek József utca"," VII. kerület","42 m² terület","1 + 1 fél szoba",NA
"1253","Új építésű",NA,"275 000 Ft/hó",NA,"Erkel Ferenc utca 2D"," Siófok","71 m² terület","3 szoba","17 m² erkély"
"1254",NA,NA,"100 000 Ft/hó",NA,"Dr. Szabolcs Zoltán utca 6"," Szombathely","62 m² terület","2 + 1 fél szoba",NA
"1255","Új építésű"," Csak szoba","120 000 Ft/hó",NA,"Deák Ferenc utca"," Balatonfüred","22 m² terület","1 szoba",NA
"1256","Új építésű",NA,"190 000 Ft/hó",NA,"Tátika utca 4"," Veszprém","46 m² terület","1 + 1 fél szoba","47 m² erkély"
"1257",NA,NA,"150 000 Ft/hó",NA,"Meszleny út"," Velence","64 m² terület","2 szoba",NA
"1258",NA,NA,"280 000 Ft/hó",NA,"Balaton utca 3."," Veszprém","93 m² terület","3 szoba","50 m² erkély"
"1259",NA,NA,"130 000 Ft/hó",NA,"Batthyány utca"," Kecskemét","67 m² terület","2 szoba","22 m² erkély"
"1260",NA,NA,"80 000 Ft/hó",NA,"Király utca"," Miskolc","28 m² terület","1 szoba","2 m² erkély"
"1261","Új építésű",NA,"125 000 Ft/hó",NA,"Ipar utca 51./C"," Győr","33 m² terület","1 szoba",NA
"1262",NA,NA,"80 000 Ft/hó",NA,"Kálvária sugárút 16."," Szeged","70 m² terület","2 szoba",NA
"1263",NA,NA,"140 000 Ft/hó",NA,"Faraktár utca"," Debrecen","55 m² terület","2 szoba","5 m² erkély"
"1264",NA,NA,"110 000 Ft/hó",NA,"Vörösmarty utca 10"," Debrecen","43 m² terület","1 + 1 fél szoba",NA
"1265","Új építésű",NA,"200 000 Ft/hó",NA,"Tüzér utca"," Veszprém","66 m² terület","3 szoba","15 m² erkély"
"1266",NA,NA,"90 000 Ft/hó",NA,"Suhatag utca 1"," Alsóörs","120 m² terület","5 szoba","12 m² erkély"
"1267",NA,NA,"190 000 Ft/hó",NA,"Perczel Mór utca"," Miskolc","56 m² terület","2 szoba",NA
"1268",NA,NA,"85 000 Ft/hó",NA,"Justh Gyula utca 6"," Békéscsaba","50 m² terület","1 + 1 fél szoba","5 m² erkély"
"1269",NA,NA,"95 000 Ft/hó",NA,"Vágó utca"," Kecskemét","40 m² terület","1 + 1 fél szoba",NA
"1270",NA,NA,"120 000 Ft/hó",NA,"Gyöngyösi utca 10"," Debrecen","43 m² terület","1 + 1 fél szoba","1 m² erkély"
"1271",NA,NA,"335 000 Ft/hó",NA,"Simonyi út 30/C."," Debrecen","140 m² terület","2 + 2 fél szoba","7 m² erkély"
"1272",NA,NA,"220 000 Ft/hó",NA,"Hajnóczy utca"," Szeged","110 m² terület","3 szoba","20 m² erkély"
"1273",NA,NA,"125 000 Ft/hó",NA,"Mártírok útja"," Tatabánya","50 m² terület","2 szoba",NA
"1274",NA,NA,"200 000 Ft/hó",NA,"Postakert utca"," Debrecen","94 m² terület","3 szoba","15 m² erkély"
"1275",NA,NA,"150 000 Ft/hó",NA,"Dorottya utca"," Miskolc","59 m² terület","2 + 1 fél szoba",NA
"1276",NA,NA,"250 000 Ft/hó",NA,"Ívelő sétány"," Veszprém","84 m² terület","3 szoba","50 m² erkély"
"1277",NA,NA,"178 000 Ft/hó",NA,"Szent Flórián körút"," Szombathely","83 m² terület","3 szoba",NA
"1278",NA,NA,"180 000 Ft/hó",NA,"Bóné Kálmán utca"," Gárdony","50 m² terület","2 szoba","10 m² erkély"
"1279",NA,NA,"300 000 Ft/hó",NA,"Zágoni utca 15"," Székesfehérvár","130 m² terület","3 szoba","30 m² erkély"
"1280",NA,NA,"140 000 Ft/hó",NA,"Csillag utca"," Veszprém","47 m² terület","1 + 1 fél szoba","4 m² erkély"
"1281","Új építésű",NA,"125 000 Ft/hó",NA,"Bocskai utca 9."," Kecskemét","54 m² terület","2 szoba",NA
"1282",NA,NA,"280 000 Ft/hó",NA,"Széchenyi István út 56"," Miskolc","64 m² terület","2 szoba","3 m² erkély"
"1283",NA,NA,"150 000 Ft/hó",NA,"Köztársaság utca"," Balatonfüred","72 m² terület","1 + 2 fél szoba","8 m² erkély"
"1284",NA,NA,"120 000 Ft/hó",NA,"Kassai út"," Debrecen","43 m² terület","2 szoba",NA
"1285","Új építésű",NA,"250 000 Ft/hó",NA,"Dózsa György utca 16."," Siófok","79 m² terület","3 + 1 fél szoba","8 m² erkély"
"1286",NA,NA,"100 000 Ft/hó",NA,"Bimbó utca"," Szeged","47 m² terület","2 szoba",NA
"1287",NA,NA,"180 000 Ft/hó",NA,"Templom utca"," Sopron","61 m² terület","2 szoba",NA
"1288","Új építésű",NA,"195 000 Ft/hó",NA,"Baross utca 12"," Debrecen","75 m² terület","3 szoba","6 m² erkély"
"1289",NA,NA,"110 000 Ft/hó",NA,"Zárda utca"," Szeged","38 m² terület","1 szoba",NA
"1290",NA,NA,"110 000 Ft/hó",NA,"Mátyás király utca 24"," Siófok","30 m² terület","1 szoba",NA
"1291",NA,NA,"270 000 Ft/hó",NA,"Simonyi út 16"," Debrecen","125 m² terület","4 szoba","57 m² erkély"
"1292",NA,NA,"110 000 Ft/hó",NA,"Kis-Hunyad utca"," Miskolc","55 m² terület","2 szoba",NA
"1293",NA,NA,"160 000 Ft/hó",NA,"Győri út 16"," Tatabánya","50 m² terület","2 + 1 fél szoba","8 m² erkély"
"1294",NA,NA,"130 000 Ft/hó",NA,"Vármegyeháza utca"," Debrecen","46 m² terület","1 szoba","4 m² erkély"
"1295",NA,NA,"120 000 Ft/hó",NA,"Vörösmarty Mihály utca"," Miskolc","55 m² terület","2 szoba","2 m² erkély"
"1296",NA,NA,"100 000 Ft/hó",NA,"Nemes takács utca 9"," Szeged","40 m² terület","1 szoba","2 m² erkély"
"1297",NA,NA,"119 000 Ft/hó",NA,"József Attila utca"," Balatonföldvár","35 m² terület","1 + 1 fél szoba",NA
"1298",NA,NA,"230 000 Ft/hó",NA,"Tobak utca 17"," Székesfehérvár","86 m² terület","4 szoba","60 m² erkély"
"1299",NA,NA,"250 000 Ft/hó",NA,"Sólyom utca"," Nyíregyháza","200 m² terület","4 szoba",NA
"1300","Új építésű",NA,"200 000 Ft/hó",NA,"Damjanich utca"," Debrecen","70 m² terület","3 szoba","8 m² erkély"
"1301","Új építésű",NA,"200 000 Ft/hó",NA,"Damjanich utca"," Debrecen","70 m² terület","3 szoba","8 m² erkély"
"1302",NA,NA,"130 000 Ft/hó",NA,"Szent Flórián körút 4/B"," Székesfehérvár","75 m² terület","2 szoba",NA
"1303",NA,NA,"210 000 Ft/hó",NA,"Rómer Flóris utca"," Veszprém","61 m² terület","3 szoba","14 m² erkély"
"1304",NA,NA,"109 000 Ft/hó",NA,"Soltész Nagy Kálmán utca 2"," Miskolc","58 m² terület","2 szoba",NA
"1305",NA,NA,"80 000 Ft/hó",NA,"Mátyás király utca 29"," Siófok","42 m² terület","2 szoba","4 m² erkély"
"1306",NA,NA,"220 000 Ft/hó",NA,"Koronázó tér"," Székesfehérvár","95 m² terület","2 + 3 fél szoba",NA
"1307","Új építésű",NA,"170 000 Ft/hó",NA,"Dózsa György út"," Tatabánya","58 m² terület","1 szoba",NA
"1308","Új építésű",NA,"170 000 Ft/hó",NA,"Dózsa György út"," Tatabánya","56 m² terület","1 szoba",NA
"1309",NA,NA,"100 000 Ft/hó",NA,"Bajcsy-Zsilinszky út 26"," Miskolc","51 m² terület","2 szoba",NA
"1310",NA,NA,"120 000 Ft/hó",NA,"Wesselényi utca"," Debrecen","39 m² terület","1 szoba",NA
"1311","Új építésű",NA,"180 000 Ft/hó",NA,"Izsáki út 4"," Kecskemét","71 m² terület","3 szoba","5 m² erkély"
"1312",NA,NA,"100 000 Ft/hó",NA,"Ferencesek utcája"," Pécs","36 m² terület","1 + 1 fél szoba",NA
"1313",NA,NA,"125 000 Ft/hó",NA,"Álmos utca 11."," Győr","43 m² terület","2 szoba","5 m² erkély"
"1314","Új építésű",NA,"130 000 Ft/hó",NA,"Kenus utca"," Győr","40 m² terület","1 + 1 fél szoba","40 m² erkély"
"1315",NA,NA,"88 000 Ft/hó",NA,"Ady Endre utca"," Székesfehérvár","20 m² terület","1 szoba",NA
"1316",NA,NA,"129 000 Ft/hó",NA,"Egry József utca"," Veszprém","56 m² terület","2 szoba","5 m² erkély"
"1317",NA,NA,"130 000 Ft/hó",NA,"Jósika Miklós utca 49."," Miskolc","73 m² terület","2 + 2 fél szoba",NA
"1318",NA,NA,"145 000 Ft/hó",NA,"Máté Mária utca 4"," Győr","60 m² terület","2 szoba","6 m² erkély"
"1319","Új építésű",NA,"175 000 Ft/hó",NA,"Noszlopy Gáspár utca"," Balatonfüred","50 m² terület","1 + 1 fél szoba","9 m² erkély"
"1320",NA,NA,"100 000 Ft/hó",NA,"Komáromi utca"," Tatabánya","32 m² terület","1 szoba",NA
"1321",NA,NA,"80 000 Ft/hó",NA,"Szent László utca 187"," Siófok","38 m² terület","1 + 1 fél szoba","8 m² erkély"
"1322",NA,NA,"90 000 Ft/hó",NA,"Beszédes József sétány 83"," Siófok","42 m² terület","1 + 1 fél szoba","3 m² erkély"
"1323","Új építésű",NA,"185 000 Ft/hó",NA,"Püspök utca"," Szeged","62 m² terület","3 szoba","15 m² erkély"
"1324","Új építésű",NA,"119 000 Ft/hó",NA,"Liszt Ferenc sétány 12"," Siófok","42 m² terület","1 + 1 fél szoba","3 m² erkély"
"1325",NA,NA,"110 000 Ft/hó",NA,"Kempelen Farkas utca 4"," Miskolc","51 m² terület","2 szoba",NA
"1326","Új építésű",NA,"150 000 Ft/hó",NA,"Eörsy Péter utca"," Győr","70 m² terület","2 + 1 fél szoba",NA
"1327",NA,NA,"90 000 Ft/hó",NA,"Gosztonyi Gyula utca"," Pécs","35 m² terület","1 + 1 fél szoba",NA
"1328","Új építésű",NA,"380 000 Ft/hó",NA,"Endrődi Sándor utca"," Alsóörs","80 m² terület","3 szoba","22 m² erkély"
"1329",NA,NA,"105 000 Ft/hó",NA,"Árok utca"," Kecskemét","47 m² terület","1 + 2 fél szoba","3 m² erkély"
"1330","Új építésű",NA,"180 000 Ft/hó",NA,"Izsáki út 4"," Kecskemét","75 m² terület","3 szoba","5 m² erkély"
"1331",NA,NA,"130 000 Ft/hó",NA,"Bástya utca"," Győr","45 m² terület","1 + 1 fél szoba","5 m² erkély"
"1332",NA,NA,"110 000 Ft/hó",NA,"Vásár utca"," Nagykanizsa","60 m² terület","3 szoba","6 m² erkély"
"1333",NA,NA,"110 000 Ft/hó",NA,"Balaton utca 24."," Kecskemét","57 m² terület","2 szoba","3 m² erkély"
"1334",NA,NA,"85 000 Ft/hó",NA,"Hunyadi János utca 4."," Miskolc","50 m² terület","1 szoba","2 m² erkély"
"1335",NA,NA,"292 120 Ft/hó",NA,"Attila út 3"," I. kerület","86 m² terület","3 szoba","8 m² erkély"
"1336",NA,NA,"160 000 Ft/hó",NA,"Dandár utca"," IX. kerület","58 m² terület","2 szoba","5 m² erkély"
"1337",NA,NA,"115 000 Ft/hó",NA,"Marek József utca"," VII. kerület","30 m² terület","1 szoba",NA
"1338","Új építésű"," Azonnal költözhető","230 000 Ft/hó",NA,"Röppentyű utca 32"," XIII. kerület","50 m² terület","1 szoba","2 m² erkély"
"1339",NA,NA,"140 000 Ft/hó",NA,"Berend utca"," III. kerület","36 m² terület","1 szoba",NA
"1340",NA,NA,"1 278 025 Ft/hó",NA,"Józsefhegyi utca"," II. kerület","180 m² terület","4 szoba","40 m² erkély"
"1341",NA,NA,"1 278 025 Ft/hó",NA,"Józsefhegyi utca"," II. kerület","180 m² terület","4 szoba","40 m² erkély"
"1342",NA,NA,"160 000 Ft/hó",NA,"Nefelejcs utca"," VII. kerület","41 m² terület","1 + 1 fél szoba",NA
"1343",NA,NA,"130 000 Ft/hó",NA,"Angyalföld"," XIII. kerület","38 m² terület","1 + 1 fél szoba",NA
"1344",NA,NA,"310 378 Ft/hó",NA,"Belgrád rakpart 23"," V. kerület","97 m² terület","3 szoba",NA
"1345",NA,NA,"200 000 Ft/hó",NA,"Rómaifürdő - Rómaipart"," III. kerület","52 m² terület","2 szoba","12 m² erkély"
"1346",NA,NA,"220 000 Ft/hó",NA,"Szondi utca 47"," VI. kerület","95 m² terület","4 szoba",NA
"1347",NA,NA,"350 000 Ft/hó",NA,"Mátyáshegy"," III. kerület","97 m² terület","3 szoba",NA
"1348","Új építésű",NA,"370 000 Ft/hó",NA,"Kőris utca"," Biatorbágy","98 m² terület","4 szoba","50 m² erkély"
"1349",NA,NA,"1 241 510 Ft/hó",NA,"Szemere utca"," V. kerület","155 m² terület","5 szoba",NA
"1350",NA,NA,"169 900 Ft/hó",NA,"Lónyay utca"," IX. kerület","64 m² terület","2 szoba",NA
"1351",NA,NA,"165 000 Ft/hó",NA,"Kerék utca"," III. kerület","67 m² terület","3 szoba",NA
"1352",NA,NA,"450 000 Ft/hó",NA,"Krisztinaváros - Váralja"," I. kerület","105 m² terület","4 szoba","10 m² erkély"
"1353",NA,NA,"110 000 Ft/hó",NA,"Haller utca"," IX. kerület","30 m² terület","1 szoba",NA
"1354",NA,NA,"170 000 Ft/hó",NA,"Barcsay utca"," VII. kerület","54 m² terület","1 + 1 fél szoba",NA
"1355",NA,NA,"140 000 Ft/hó",NA,"Kedves utca"," XIII. kerület","40 m² terület","2 szoba",NA
"1356","Új építésű"," Azonnal költözhető","170 000 Ft/hó",NA,"Röppentyű utca 32."," XIII. kerület","41 m² terület","2 szoba","7 m² erkély"
"1357",NA,NA,"105 000 Ft/hó",NA,"Szervián utca"," XIV. kerület","36 m² terület","1 szoba",NA
